"country","iso_code","continent","cases","inf_rate","deaths","death_rate","population","pop_density","median_age","pct_over_65","pct_over_70","life_expectancy","gdp_pc","pct_extreme_poverty","pct_diabetes","pct_male_smokers","pct_female_smokers","pct_pop_access_handwash","hospital_beds_per_thousand","response","bci_bci","bci_bcistd","ciri_assn","ciri_dommov","ciri_elecsd","ciri_speech","cspf_sfi","fh_aor","fh_cl","fh_feb","fh_fog","fh_pair","fh_polity2","fh_ppp","fh_pr","fhp_mcei5","fhp_status5","fi_index","gpi_gpi","p_durable","undp_hdi","vdem_polyarchy","voh_gti","wbgi_gee","wbgi_pve","wbgi_rle","wbgi_rqe","wdi_acel","wdi_chexppgdp","wdi_dgovhexp","wdi_dprivhexp","wdi_export","wdi_fdiin","wdi_fdiout","wdi_fertility","wdi_gdpcapgr","wdi_gdppppcur","wdi_gini","wdi_imig","wdi_import","wdi_incsh10h","wdi_inflation","wdi_lifexp","wdi_migration","wdi_ophexp","wdi_pop","wdi_popgr","wdi_popurb","wdi_unempilo","who_halet","who_infmortt","who_let","wdi_smop","epi_h2o"
"Guam","GUM","Oceania",NA,NA,NA,NA,170534,304.128,31.4,9.551,5.493,80.07,NA,NA,21.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guatemala","GTM","North America",1107533,1138.26618705036,19603,20.1469681397739,17608483,157.834,22.9,4.694,3.016,74.3,7423.808,8.7,10.18,NA,NA,76.665,0.6,41.2,57.994171,2.4321179,2,2,2,1,8,6,4,11,4,8,7,10,4,17,2,7.8,2.201,22,0.663,0.58,0.663,-0.6874367,-0.4291327,-1.0532366,-0.17479037,95.7245712280273,5.70716429,2.05508208,62.30887604,16.8953212822689,1.51821203481139,0.132097771914775,2.822,-3.00490339698756,149267093586.008,48.3,0.46718767180629,24.9453031685316,38,3.21444062197346,74.302,-46073,57.50035477,16858333,1.51998785357799,51.836,4.65,62.3,20.7,72,NA,28.200001
"Guernsey","GGY","Europe",NA,NA,NA,NA,63065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guinea","GIN","Africa",37652,38.6968139773895,449,0.461459403905447,13531906,51.755,19,3.135,1.733,61.6,1998.926,35.3,2.42,NA,NA,17.45,0.3,46.3,69.126839,2.856369,0,2,1,1,18,4,5,10,3,6,5.583333,7,5,17,3,5.62,2.06,5,0.477,0.332,0.41,-0.89432508,-0.63706523,-1.2636589,-0.83362663,42.4183883666992,3.93172431,0.6463778,73.67533112,53.1407223701493,0.328552809586471,0.0075478348148243,4.625,4.04316299018761,37001533886.7782,33.7,1.81156655898875,37.0871714336868,26.4,10.6018600008336,61.602,-20000,60.61617279,13132792,2.79160707922075,36.875,4.35,53.3,63.8,61,NA,11.2
"Guinea-Bissau","GNB","Africa",8796,9.04008221993833,175,0.179856115107914,2060721,66.191,19.4,3.002,1.565,58.32,1548.675,67.1,2.42,NA,NA,6.403,NA,NA,74.96299,4.11516,2,2,2,1,17,7,4,10,2,5,6.083333,8,5,18,2,6.06,2.121,4,0.48,0.536,0,-1.4316874,-0.59821504,-1.3648212,-1.2633488,31.040412902832,6.99553871,0.64091021,78.40257263,14.3870438781701,4.97754701310162,0.0270776520286929,4.402,-4.73491375422959,3835469757.85956,50.7,1.21090371816247,29.248796493144,42,0.246600268147853,58.322,-6996,74.47859955,1967998,2.42141061795942,44.196,3.16,52.6,52.3,60.2,NA,6.6999998
"Guyana","GUY","South America",71133,73.1068859198356,1279,1.31449126413155,804567,3.952,26.3,5.305,2.837,69.91,7435.047,NA,11.62,NA,NA,77.159,1.6,23.67,58.589848,2.9810331,2,2,1,0,8,11,3,15,8,9,8,13,2,11,2,6.52,2.068,26,0.682,0.556,0.477,-0.4381699,-0.14595358,-0.42523697,-0.55065805,92.0216903686523,5.93609333,3.67280507,35.109375,NA,32.7649531832187,0.197148706772516,2.44,42.7892593779025,15499768575.4838,NA,2.00551438236962,NA,NA,2.0872308916202,69.906,-30001,32.29924011,786559,0.482243720375381,26.786,15.82,57.2,24.4,65.7,24.3,35.299999
"Haiti","HTI","North America",33551,34.4820143884892,841,0.864337101747174,11447569,398.448,24.3,4.8,2.954,64,1653.173,23.5,6.65,23.1,2.9,22.863,0.7,39.81,66.613602,2.7008569,1,2,1,1,11,3,5,10,4,5,5.4166665,7,5,18,2,6.51,2.191,1,0.51,0.393,2.355,-2.0338194,-1.0433294,-1.0362464,-1.2147589,45.3713455200195,7.69460344,0.92181933,48.84083176,8.23183795918161,0.523298532161161,0,2.887,-4.55549818294294,33356574642.491,41.1,0.369048200333356,32.2841615239032,31.2,22.7963113642528,64.001,-175000,43.58200836,11402533,1.23054925437201,57.088,14.5,55.8,48.2,64.1,16.6,14
"High income","OWID_HIC","",368525346,378751.64028777,2569033,2640.32168550874,1241374280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras","HND","North America",454779,467.398766700925,10989,11.2939362795478,10278346,82.805,24.9,4.652,2.883,75.27,4541.795,16,7.21,NA,2,84.169,0.7,30.27,58.108109,2.390192,1,1,2,1,7,4,5,9,4,8,6.75,8,4,15,3,7.26,2.213,36,0.634,0.37,2.023,-0.59598231,-0.54460412,-0.95838046,-0.49554452,92.7795257568359,7.04958153,2.8381052,56.70550919,35.2289163537827,3.80668065182598,1.81615628253413,2.427,-10.4215011539207,53688523885.042,48.2,0.3476135161844,50.524829034906,34.7,3.46841177951168,75.27,-34000,51.21348572,9904608,1.61313593312324,58.359,9.39,63,14.5,71.9,NA,31.799999
"Hong Kong","HKG","Asia",1611987,1656.7183967112,9757,10.0277492291881,7494578,7039.714,44.8,16.303,10.158,84.86,56054.92,NA,8.33,NA,NA,NA,NA,47.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hungary","HUN","Europe",2058847,2115.97841726619,47367,48.6813977389517,9709786,108.043,43.4,18.577,11.976,76.88,26777.561,0.5,7.55,34.8,26.8,NA,7.02,0,51.431568,2.324791,1,2,2,1,0,10,3,10,6,13,8.333333,11,3,15,2,7.53,1.536,28,0.854,0.467,0.551,0.58090246,0.86383802,0.51288384,0.48168173,100,6.70007229,4.6297884,30.89942551,79.6627203325104,56.3685033623564,97.3476159380766,1.49,-4.7483501556075,322562097345.176,29.6,4.56246525249104,77.5068273741757,23.2,3.3267438576673,76.0219512195122,29999,26.91471291,9749763,-0.219026829355275,71.942,4.35,67.2,3,76.4,61.2,62.200001
"Iceland","ISL","Europe",205009,210.697841726619,213,0.218910585817061,370335,3.404,37.3,14.431,9.207,82.99,46482.958,0.2,5.31,15.2,14.3,NA,2.91,11.11,16.080469,1.865626,2,2,2,1,NA,12,1,15,10,15,NA,15,1,6,1,7.9,1.103,NA,0.949,0.854,0,1.5237763,1.3941771,1.7991101,1.4480373,100,8.46930885,6.97632265,17.62819672,34.1005735865763,-2.41591789474572,-2.19008031772872,1.75,-8.14251591718656,20232532392.4137,26.1,11.3901495029218,34.6955457272057,22.1,2.84792401518658,82.5609756097561,1900,15.94566441,366425,1.61271631750822,93.898,5.01,72,1.6,82.3,27.6,100
"India","IND","Asia",44478636,45712.8838643371,528090,542.744090441932,1407563842,450.419,28.2,5.989,3.414,69.66,6426.674,21.2,10.39,20.6,1.9,59.55,0.53,37.04,41.421574,1.975396,0,1,2,1,11,7,4,9,9,9,8.5,13,2,10,2,6.66,2.57,68,0.645,0.45,7.353,0.38654375,-0.86198181,-0.017709635,-0.13777453,97.8152847290039,3.544245,0.95529789,72.35105896,18.0765867880475,1.76312750821245,0.441079798260932,2.202,-8.87073122264151,8907027654120.09,35.7,0.399752709149401,18.3932965777645,30.1,6.62343677628531,69.656,-2663434,62.66708374,1380004385,0.989413800188014,34.926,7.11,60.3,28.3,70.8,54.1,19.4
"Indonesia","IDN","Asia",6382002,6559.09763617677,157717,162.093525179856,273753191,145.725,29.3,5.319,3.053,71.72,11188.744,5.7,6.32,76.1,2.8,64.204,1.04,29.81,47.233196,2.10461,0,1,1,1,8,6,4,9,6,9,8.083333,13,2,15,2,7.26,1.786,19,0.718,0.608,4.629,0.36916241,-0.50020885,-0.3387444,0.077658564,98.85,2.87053037,1.41601324,50.29249954,17.1683353704186,2.23337923027627,0.475705675870408,2.288,-3.10714219034654,3302376910063.7,38.2,0.127675543243526,16.0222532818584,29.9,1.92096800566845,71.716,-494777,34.85082245,273523621,1.06517898587775,56.641,4.11,62.8,20.2,71.3,75.8,28.4
"International","OWID_INT","",721,0.741007194244604,15,0.0154162384378212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iran","IRN","Asia",7536217,7745.34121274409,144085,148.083247687564,87923432,49.831,32.4,5.44,3.182,76.68,19082.62,0.2,9.59,21.1,0.8,NA,1.5,53.9,52.54361,2.1869719,0,0,0,0,9,1,6,2,1,4,1.5833333,2,6,24,3,5.06,2.65,14,0.783,0.191,4.157,-0.98937428,-1.6678529,-0.86711818,-1.4589106,100,8.66168594,3.97810006,54.05139923,15.031970865166,0.583940480526689,0.0328449596907706,2.146,0.355741629567333,1101657649246.12,42,3.44639753479213,21.1220320115564,32.5,39.9073455697783,76.677,-274998,35.82835388,83992953,1.29302669121629,75.874,10.96,66.3,12,77.3,28.1,53.599998
"Iraq","IRQ","Asia",2458509,2526.73072970195,25348,26.0513874614594,43533592,88.125,20,3.186,1.957,70.6,15663.986,2.5,8.83,NA,NA,94.576,1.4,41.37,58.982998,3.9533131,0,0,1,0,18,4,6,4,2,4,5.25,7,5,16,3,5.74,3.404,4,0.674,0.365,8.682,-1.3267204,-2.5283434,-1.7536837,-1.376893,100,4.1062417,1.9763943,51.36504364,39.968190663865,-1.38270143275172,0.0888028129181633,3.597,-12.3990520381389,392712809916.938,29.5,0.9715760982742,32.4961361402252,23.7,-0.198965380023871,70.604,39171,51.3521843,40222503,2.29530432997508,70.893,13.74,62.7,21.8,72.4,44.4,49.599998
"Ireland","IRL","Europe",1659034,1705.07091469681,7870,8.08838643371018,4986526,69.874,38.7,13.928,8.678,82.3,67335.293,0.2,3.28,25.7,23,NA,2.96,11.11,15.099472,1.979274,2,2,2,1,0,12,1,16,11,16,10,16,1,6,1,8.21,1.379,97,0.955,0.881,2.845,1.4802192,0.97518736,1.4988854,1.4737953,100,6.92870378,5.11970377,26.108778,127.639874350788,-11.6995413553219,-36.1468160117368,1.7,2.16753996129368,467566931765.702,31.4,15.9169365666588,97.6739294475006,25.4,-0.334584625428444,82.3024390243903,118020,12.08332729,4994724,1.21632299788168,63.653,5.92,71.1,2.8,81.8,47.3,97.400002
"Isle of Man","IMN","Europe",38008,39.0626927029805,116,0.119218910585817,84263,147.872,NA,NA,NA,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Israel","ISR","Asia",4639332,4768.06988694758,11646,11.9691675231244,9291000,402.606,30.6,11.733,7.359,82.97,33132.32,0.5,6.74,35.4,15.4,NA,2.99,14.81,29.137476,1.925451,0,0,1,1,7,9,3,12,8,11,7.75,13,2,11,2,7.63,2.743,37,0.919,0.737,4.522,1.0961368,-0.82820743,0.99739045,1.2416404,100,7.51703548,4.86383152,33.55528259,28.3199654245787,4.82630011204561,1.45775458012516,3.01,-4.16426699676232,385772742581.401,39,24.9469000386407,23.9864560376044,27.8,-0.588430300016595,82.8048780487805,50002,21.13713837,9216900,1.78321064217074,92.587,4.61,72.4,3,82.6,51,92.800003
"Italy","ITA","Europe",21987295,22597.4254881809,176009,180.893114080164,59240330,205.859,47.9,23.021,16.24,83.51,35220.084,2,4.78,27.8,19.8,NA,3.18,15.52,47.007729,2.1116619,2,2,2,1,1,12,1,15,10,14,10,14,1,9,2,7.61,1.634,70,0.892,0.861,3.043,0.40036315,0.44006652,0.24099344,0.50302488,100,8.66763401,6.40437317,26.11163902,29.4897132462688,1.55543950445526,0.252596600706165,1.27,-8.60327468998545,2491739787697.55,35.9,9.6807677420957,25.8283129840132,26.7,-0.13770757391657,83.1975609756098,744713,23.54508972,59554023,-0.293517052809649,71.039,9.31,71.9,2.7,83,46.7,98.199997
"Jamaica","JAM","North America",150401,154.574511819116,3269,3.35971223021583,2827694,266.879,31.4,9.684,6.39,74.47,8193.571,NA,11.28,28.6,5.3,66.425,1.7,11.11,48.748398,2.14551,2,2,2,2,3,11,2,15,9,11,8.916666,13,2,7,1,7.71,1.979,59,0.734,0.808,0.229,0.41442052,0.27078116,-0.23738068,0.089366615,99.3837738037109,6.06135607,3.93620682,33.56668854,37.8999801885696,4.20330543590115,2.81724063904058,1.965,-10.590719450918,27306622452.9128,NA,0.829367046917036,52.0745268861885,NA,5.22677779293517,74.475,-56658,17.06056595,2961161,0.436048924264813,56.311,8.4,66.6,11.9,76,21.9,49.299999
"Japan","JPN","Asia",19770404,20319.0174717369,41883,43.0452209660843,124612530,347.778,48.2,27.049,18.493,84.63,39002.223,NA,5.72,33.7,11.2,NA,13.05,37.53,18.167393,1.805289,2,2,2,2,1,12,1,15,12,14,10,16,1,6,1,7.98,1.388,66,0.919,0.822,2.014,1.5961657,1.0388758,1.5251366,1.3538189,100,10.95338821,9.21061611,15.91080284,17.5501127381524,0.788427920452971,5.10294913510041,1.36,0.480092145401613,5328033466359.15,32.9,1.61477505702794,17.3790811093456,26.4,-0.016369291209697,84.3563414634146,357800,12.7484436,125836021,-0.340268777594094,91.782,2.97,74.1,1.8,84.3,43.7,95
"Jersey","JEY","Europe",NA,NA,NA,NA,109618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan","JOR","Asia",1738867,1787.11921891059,14114,14.5056526207605,11148278,109.285,23.2,3.81,2.361,74.53,8337.49,0.1,11.75,NA,NA,NA,1.4,14.81,32.788418,1.9020211,0,0,0,0,7,1,5,7,3,8,3.4166665,6,6,20,3,7.59,1.923,29,0.729,0.268,3.149,0.11477015,-0.32214066,0.21247593,0.22553073,100,7.79041338,3.83110499,46.27007675,23.7202894605874,1.85491964233972,0.0971609503836023,2.691,-2.53019309591637,105659956116.643,33.7,40.9771116038916,41.651633140626,27.5,0.33329435062843,74.526,51099,30.67394447,10203140,0.999208651805595,91.418,18.5,67.6,13.4,77.9,NA,62.599998
"Kazakhstan","KAZ","Asia",1480862,1521.95477903392,19043,19.5714285714286,19196465,6.681,30.6,6.991,4.625,73.6,24055.588,0.1,7.11,43.1,7,98.999,6.7,5.56,50.460907,2.2821491,0,1,0,1,9,2,5,4,1,8,1.8333333,3,7,23,3,7.52,1.929,27,0.825,0.24,0.901,0.15550826,-0.26007161,-0.39614275,0.13955194,100,2.92212725,1.77772903,39.00835419,36.4389870990994,1.82787272666198,0.80033722862469,2.9,-3.85040821293697,501278873201.364,27.8,20.1233050855632,28.419629452657,23.5,6.74900183815967,73.18,-90000,33.47025299,18754440,1.29209842042897,57.671,6.05,65,9.3,74,48.8,55.099998
"Kenya","KEN","Africa",338259,347.64542651593,5674,5.83144912641316,53005614,87.324,20,2.686,1.528,66.7,2993.028,36.8,2.92,20.4,1.2,24.651,1.4,13.89,56.428638,2.384371,0,1,1,1,10,7,4,10,5,7,7.25,8,4,17,2,6.94,2.344,16,0.601,0.461,5.644,-0.35436884,-1.0036411,-0.55772656,-0.44196334,69.7,5.16729498,2.17734981,42.35385513,11.2604840756098,1.3951767685004,0.21355850336104,3.423,-2.52736428016522,239400905760.595,40.8,2.35472288542212,20.1563784522012,31.6,5.40481467184518,66.699,-50000,23.62028885,53771300,2.25187943057208,27.995,2.98,57.7,31.9,66.1,23.6,13.6
"Kiribati","KIR","Oceania",3430,3.52517985611511,13,0.013360739979445,128874,143.701,23.2,3.895,2.21,68.37,1981.132,NA,22.66,58.9,35.9,NA,1.9,11.11,39.77335,3.975106,2,2,2,2,NA,12,1,16,10,13,NA,15,1,14,1,NA,NA,NA,0.63,NA,NA,-0.13622129,1.0810487,0.87975138,-0.5734185,100,12.11170006,9.25310516,0.09893802,9.63032728985166,-0.286816608047912,0.0579332123863185,3.53,0.960245315280005,288792652.750719,NA,2.80458625014454,88.7620863303888,NA,-1.88110022362739,68.369,-3999,0.09893881,119446,1.55073260348907,55.594,NA,52.6,40.1,59.4,104.1,16.299999
"Kosovo","OWID_KOS","Europe",271830,279.373072970195,3199,3.28776978417266,1782115,168.155,NA,NA,NA,NA,9795.834,0.6,NA,NA,NA,NA,NA,25.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuwait","KWT","Asia",657745,675.996916752312,2563,2.63412127440904,4250114,232.128,33.7,2.345,1.114,75.49,65530.537,NA,15.84,37,2.7,NA,2,11.11,44.85553,2.0491519,1,0,1,0,4,4,5,6,4,6,2.4166665,7,5,16,2,6.72,1.695,54,0.806,0.317,1.795,-0.15822884,0.23795003,0.3317031,0.28794932,100,4.99920797,4.40143347,11.95738506,53.2934327593972,0.37858284492362,3.4356049955551,2.077,-1.23785401966019,218608335744.632,NA,73.6395507326993,44.8895114886719,NA,1.09184802655847,75.489,197600,10.81599808,4270563,1.49775613966585,100,6.79,70.1,6.8,81,44.3,67.400002
"Kyrgyzstan","KGZ","Asia",205835,211.546762589928,2991,3.07399794450154,6527743,32.333,26.3,4.489,2.882,71.45,3393.474,1.4,7.11,50.5,3.6,89.22,4.5,33.33,60.56424,2.5214169,1,1,1,1,12,5,5,10,0,7,6.583333,3,7,20,3,7.17,2.087,7,0.697,0.399,0.95,-0.54015774,-0.42771348,-0.92657483,-0.40462488,99.8817520141602,6.53458309,2.79898,52.46593475,31.3410418245676,3.1434841266426,-0.651567701964292,3.3,-10.4936854000734,32727504112.2144,29.7,3.44079642260338,51.6690802706468,25.8,6.32542296338083,71.6,-20000,52.4390564,6591600,2.07552017323031,36.856,7.89,65.8,16.4,74.2,55.9,45.5
"Laos","LAO","Asia",214649,220.605344295992,757,0.778006166495375,7425058,29.715,24.4,4.029,2.322,67.92,6397.36,22.7,4,51.2,7.3,49.839,1.5,53.01,46.999062,2.0634241,0,1,0,0,12,0,6,3,2,6,1.1666666,0,7,25,3,6.6,1.828,43,0.613,0.121,0.439,-0.76601052,0.67784822,-0.84962445,-0.80094713,100,2.24630332,0.8692286,48.85312653,33.2094274563541,4.14078272564123,0,2.626,-1.02520372053723,59910235111.7002,38.8,0.327020358502169,41.8824634642904,31.3,5.10407262959903,67.923,-73518,48.54592514,7275556,1.46904562085281,36.29,0.95,60.5,36.4,68.5,75.6,26.5
"Latvia","LVA","Europe",904090,929.17780061665,5954,6.11921891058582,1873919,31.212,43.9,19.754,14.136,75.29,25063.846,0.7,4.91,51,25.6,NA,5.57,11.11,44.920647,2.1791749,1,2,1,1,0,12,2,14,10,14,8.666666,15,1,11,1,7.94,1.689,27,0.866,0.821,0.115,0.88227206,0.46002966,0.95673722,1.1878729,100,6.18923044,3.69595933,40.11939621,60.2778877373849,3.11035574265641,0.530375393847871,1.61,-3.00159974867545,60886088192.8661,35.1,13.3532402640341,59.118332430854,26.9,0.219064904842049,75.2390243902439,-74186,39.34200287,1901548,-0.643399845442153,68.315,8.19,66.2,3.1,75.4,73.5,59
"Lebanon","LBN","Asia",1211655,1245.27749229188,10641,10.9362795477903,5592631,594.561,31.1,8.514,5.43,78.93,13367.565,NA,12.71,40.7,26.9,NA,2.9,41.55,60.149918,2.4768591,1,1,1,1,5,8,4,11,1,6,6.083333,7,5,15,2,6.76,2.76,13,0.744,0.458,3.661,-1.1697237,-1.6456079,-0.90438145,-0.63115233,100,8.35297012,4.17827749,49.00943375,26.8907336614014,4.27621078274128,0.68072428513009,2.075,-19.9465684484428,83876208559.0446,31.8,34.1456803007755,44.8332246148046,24.8,84.8643330472041,78.93,-150060,33.21875,6825442,-0.442463494176285,88.925,6.61,66,6.2,76.4,85.3,59.700001
"Lesotho","LSO","Africa",34287,35.2384378211716,704,0.723535457348407,2281454,73.562,22.2,4.506,2.647,54.33,2851.153,59.6,3.94,53.9,0.4,2.117,NA,8.33,51.57317,2.3410161,2,2,2,0,10,7,3,12,6,9,7.833333,11,3,16,2,6.57,2.17,16,0.527,0.631,0.048,-0.91231155,-0.33433801,-0.45664343,-0.56587958,44.6406784057617,9.28354836,5.39025688,16.03917313,45.4880154722391,4.97300572640836,0,3.108,-11.7661530854949,5152322824.69137,44.9,0.307818842147762,93.1609910331999,32.9,4.97809676252292,54.331,-50234,16.03917503,2142252,0.796017062223488,29.028,24.65,44.2,68.1,50.7,59.3,7.1999998
"Liberia","LBR","Africa",7898,8.11716341212744,294,0.302158273381295,5193416,49.127,19.2,3.057,1.756,64.1,752.788,38.6,2.42,18.1,1.5,1.188,0.8,34.9,50.065201,2.340286,2,2,2,1,12,7,4,11,7,9,7.583333,12,3,21,2,6.35,1.883,12,0.48,0.628,0.191,-1.409893,-0.36965436,-1.0257728,-1.0020269,27.6492099761963,6.73955679,1.69556665,49.62623215,28.6066640677966,2.8230317372067,3.32097372137621,4.247,-5.18106045076155,7223320172.25457,35.3,2.52649198234771,94.539673559322,27.1,23.5635148953742,64.104,-25000,41.7871666,5057677,2.40736760615038,52.089,3.3,54.9,62.2,64.1,16.9,9.8000002
"Libya","LBY","Africa",506878,520.943473792395,6437,6.61562178828366,6735277,3.623,29,4.424,2.816,72.91,17881.509,NA,10.43,NA,NA,NA,3.7,32.74,62.882607,3.3677371,0,0,0,0,14,2,6,4,0,2,2.9166667,1,7,20,3,4.79,3.172,0,0.724,0.272,6.25,-2.0094326,-2.4772499,-1.9695855,-2.3215806,68.5321884155273,6.05012751,3.82936382,36.66828156,33.8903236279954,0,0.662438278380121,2.206,-32.2381642478331,74532464084.0973,NA,12.2824498704933,80.1679961215898,NA,2.60581802719518,72.913,-9997,36.66828156,6871287,1.3750057277357,80.691,19.39,65.2,9.9,75.8,NA,NA
"Liechtenstein","LIE","Europe",19285,19.8201438848921,86,0.0883864337101747,39039,237.012,NA,NA,NA,82.49,NA,NA,7.77,NA,NA,NA,2.397,11.11,10.419729,3.575809,2,2,2,1,NA,12,1,16,10,15,NA,13,2,8,1,NA,NA,NA,0.919,NA,NA,1.8240677,1.6981115,1.7632381,1.624495,100,NA,NA,NA,NA,-1275.1899856739,NA,1.47,NA,NA,NA,62.5962537635555,NA,NA,NA,83.0414634146342,NA,NA,38137,0.307260244097371,14.416,NA,NA,NA,NA,NA,NA
"Lithuania","LTU","Europe",1223495,1257.44604316547,9296,9.55395683453237,2786651,45.135,43.5,19.002,13.778,75.93,29524.265,0.7,3.67,38,21.3,NA,6.56,11.11,41.441776,2.1258869,1,2,1,1,1,11,2,15,10,14,10,16,1,9,1,8.21,1.646,27,0.882,0.821,0.229,1.0588104,0.86694175,0.99389941,1.0881331,100,6.56775236,4.32588911,33.82151413,74.0737357199101,2.88064294410444,1.41801944171081,1.61,-0.891875166968106,108251948017.469,35.7,4.72608962255138,64.4216154846271,27.1,1.19989444983569,76.1341463414634,-163902,31.6426506,2794700,0.0201473044178691,68.046,8.43,66.7,3,76,54.3,58.299999
"Low income","OWID_LIC","",1902662,1955.45940390545,43532,44.7399794450154,701926970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lower middle income","OWID_LMC","",94835503,97467.1151079137,1325681,1362.46762589928,3363196660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg","LUX","Europe",288658,296.668036998972,1123,1.15416238437821,639321,231.447,39.7,14.312,9.842,82.25,94277.965,0.2,4.42,26,20.9,NA,4.51,15.42,12.788148,1.832239,2,2,2,2,0,12,1,16,10,16,10,16,1,6,1,7.84,NA,73,0.916,0.869,NA,1.8422165,1.2330506,1.7944626,1.8422135,100,5.28587103,4.48882246,13.66654778,214.526761536337,-16.0619423207896,2.08449437685993,1.34,-3.22895596044086,74835769403.9793,35.4,43.9641339422687,175.802499988892,26.6,0.819957302126994,82.4463414634146,48704,10.47403049,632275,1.96033351479549,91.453,6.96,71.6,2.2,82.4,43.4,98.599998
"Macao","MAC","Asia",793,0.815005138746146,6,0.00616649537512847,686607,20546.766,39.2,9.798,4.991,84.24,104861.851,NA,NA,NA,NA,NA,NA,37.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
